total        5741     0  1.750e-01  4.296e-01  0.000e+00  2.021e-01  8.638e-03  2.820e-02 
total        5742     1  1.518e-01  4.803e-01  0.000e+00  1.553e-01 -3.838e-02  3.013e-02 
total        5743     2  7.107e-02  5.437e-01  0.000e+00  2.167e-01  2.170e-02  1.703e-02 
total        5744     3  1.792e-01  4.753e-01  0.000e+00  2.009e-01  4.124e-02 -5.077e-02 
select       5741     0  1.750e-01  4.296e-01  0.000e+00  2.021e-01  8.638e-03  2.820e-02 
select       5742     1  1.518e-01  4.803e-01  0.000e+00  1.553e-01 -3.838e-02  3.013e-02 
select       5743     2  7.107e-02  5.437e-01  0.000e+00  2.167e-01  2.170e-02  1.703e-02 
select       5744     3  1.792e-01  4.753e-01  0.000e+00  2.009e-01  4.124e-02 -5.077e-02 
final        5741     0  1.750e-01  4.296e-01  0.000e+00  2.021e-01  8.638e-03  2.820e-02 
final        5742     1  1.518e-01  4.803e-01  0.000e+00  1.553e-01 -3.838e-02  3.013e-02 
final        5743     2  7.107e-02  5.437e-01  0.000e+00  2.167e-01  2.170e-02  1.703e-02 
final        5744     3  1.792e-01  4.753e-01  0.000e+00  2.009e-01  4.124e-02 -5.077e-02 
