total        5717     0  8.455e-02  4.465e-01  0.000e+00  2.437e-01  4.574e-02  1.641e-02 
total        5718     1  1.153e-01  4.472e-01  0.000e+00  1.706e-01  2.356e-02 -2.428e-02 
total        5719     2  6.179e-02  4.900e-01  0.000e+00  1.799e-01 -4.305e-03  2.997e-02 
total        5720     3  5.206e-02  4.273e-01  0.000e+00  1.735e-01  5.580e-02  1.025e-02 
total        5721     4  1.045e-01  5.772e-01  0.000e+00  2.256e-01 -5.183e-03 -5.393e-02 
total        5722     5  9.236e-02  5.691e-01  0.000e+00  2.439e-01 -3.406e-02 -1.069e-02 
total        5723     6  1.264e-01  4.278e-01  0.000e+00  1.899e-01  9.915e-03 -2.730e-02 
total        5724     7  1.186e-01  4.811e-01  0.000e+00  2.004e-01  9.874e-03 -3.907e-02 
select       5717     0  8.455e-02  4.465e-01  0.000e+00  2.437e-01  4.574e-02  1.641e-02 
select       5718     1  1.153e-01  4.472e-01  0.000e+00  1.706e-01  2.356e-02 -2.428e-02 
select       5719     2  6.179e-02  4.900e-01  0.000e+00  1.799e-01 -4.305e-03  2.997e-02 
select       5720     3  5.206e-02  4.273e-01  0.000e+00  1.735e-01  5.580e-02  1.025e-02 
select       5721     4  1.045e-01  5.772e-01  0.000e+00  2.256e-01 -5.183e-03 -5.393e-02 
select       5722     5  9.236e-02  5.691e-01  0.000e+00  2.439e-01 -3.406e-02 -1.069e-02 
select       5723     6  1.264e-01  4.278e-01  0.000e+00  1.899e-01  9.915e-03 -2.730e-02 
select       5724     7  1.186e-01  4.811e-01  0.000e+00  2.004e-01  9.874e-03 -3.907e-02 
final        5717     0  8.455e-02  4.465e-01  0.000e+00  2.437e-01  4.574e-02  1.641e-02 
final        5718     1  1.153e-01  4.472e-01  0.000e+00  1.706e-01  2.356e-02 -2.428e-02 
final        5719     2  6.179e-02  4.900e-01  0.000e+00  1.799e-01 -4.305e-03  2.997e-02 
final        5720     3  5.206e-02  4.273e-01  0.000e+00  1.735e-01  5.580e-02  1.025e-02 
final        5721     4  1.045e-01  5.772e-01  0.000e+00  2.256e-01 -5.183e-03 -5.393e-02 
final        5722     5  9.236e-02  5.691e-01  0.000e+00  2.439e-01 -3.406e-02 -1.069e-02 
final        5723     6  1.264e-01  4.278e-01  0.000e+00  1.899e-01  9.915e-03 -2.730e-02 
final        5724     7  1.186e-01  4.811e-01  0.000e+00  2.004e-01  9.874e-03 -3.907e-02 
