total        5737     0  3.086e-02  5.795e-01  0.000e+00  2.100e-01  5.564e-02 -2.951e-02 
total        5738     1  9.843e-02  4.295e-01  0.000e+00  2.326e-01  7.437e-02 -3.229e-02 
total        5739     2  3.439e-02  4.482e-01  0.000e+00  2.169e-01  4.464e-02  1.387e-02 
total        5740     3  9.779e-02  4.524e-01  0.000e+00  1.811e-01 -7.148e-03  7.347e-02 
select       5737     0  3.086e-02  5.795e-01  0.000e+00  2.100e-01  5.564e-02 -2.951e-02 
select       5738     1  9.843e-02  4.295e-01  0.000e+00  2.326e-01  7.437e-02 -3.229e-02 
select       5739     2  3.439e-02  4.482e-01  0.000e+00  2.169e-01  4.464e-02  1.387e-02 
select       5740     3  9.779e-02  4.524e-01  0.000e+00  1.811e-01 -7.148e-03  7.347e-02 
final        5737     0  3.086e-02  5.795e-01  0.000e+00  2.100e-01  5.564e-02 -2.951e-02 
final        5738     1  9.843e-02  4.295e-01  0.000e+00  2.326e-01  7.437e-02 -3.229e-02 
final        5739     2  3.439e-02  4.482e-01  0.000e+00  2.169e-01  4.464e-02  1.387e-02 
final        5740     3  9.779e-02  4.524e-01  0.000e+00  1.811e-01 -7.148e-03  7.347e-02 
