total        5712     0  1.150e-01  5.479e-01  0.000e+00  1.513e-01 -5.578e-03  2.349e-04 
total        5713     1  1.021e-01  4.189e-01  0.000e+00  2.283e-01 -1.879e-02 -4.414e-02 
total        5714     2  3.891e-03  4.722e-01  0.000e+00  2.607e-01  2.028e-02 -6.907e-03 
total        5715     3  1.813e-01  4.334e-01  0.000e+00  2.014e-01 -6.234e-03 -3.427e-03 
total        5716     4  7.786e-02  5.385e-01  0.000e+00  1.907e-01 -2.057e-02 -3.901e-03 
select       5712     0  1.150e-01  5.479e-01  0.000e+00  1.513e-01 -5.578e-03  2.349e-04 
select       5713     1  1.021e-01  4.189e-01  0.000e+00  2.283e-01 -1.879e-02 -4.414e-02 
select       5714     2  3.891e-03  4.722e-01  0.000e+00  2.607e-01  2.028e-02 -6.907e-03 
select       5715     3  1.813e-01  4.334e-01  0.000e+00  2.014e-01 -6.234e-03 -3.427e-03 
select       5716     4  7.786e-02  5.385e-01  0.000e+00  1.907e-01 -2.057e-02 -3.901e-03 
final        5712     0  1.150e-01  5.479e-01  0.000e+00  1.513e-01 -5.578e-03  2.349e-04 
final        5713     1  1.021e-01  4.189e-01  0.000e+00  2.283e-01 -1.879e-02 -4.414e-02 
final        5714     2  3.891e-03  4.722e-01  0.000e+00  2.607e-01  2.028e-02 -6.907e-03 
final        5715     3  1.813e-01  4.334e-01  0.000e+00  2.014e-01 -6.234e-03 -3.427e-03 
final        5716     4  7.786e-02  5.385e-01  0.000e+00  1.907e-01 -2.057e-02 -3.901e-03 
