         0     0.000000000000000e+00 
         1     2.613579632335387e-10 
         2     1.034670148218023e-09 
         3     2.306562976726606e-09 
         4     4.066916565133075e-09 
         5     6.306411220501289e-09 
         6     9.035941233666873e-09 
         7     1.226621164396015e-08 
         8     1.599967049920056e-08 
         9     2.022941859159994e-08 
        10     2.497233410276536e-08 
